,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
707,michael mccooey,franklin marshall college,,,1999.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
708,tomasz s mrowka,massachusetts institute of technology,,,1988.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1373.0,False
709,john morgan,columbia university,,,1983.0,B and C,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,3101.0,False
710,evgeny shinder,university of sheffield,198.0,7.0,2011.0,B Only,man,highered,international,moreri,united kingdom,ntt,lesssecure,math,mathstat,False,,False
711,adam epstein,university of warwick,325.0,9.0,1993.0,B Only,man,highered,international,moreri,united kingdom,associate,moresecure,math,mathstat,False,,False
712,colin rourke,university of warwick,,,1965.0,B Only,man,highered,international,moreri,,retired,moresecure,math,mathstat,False,,False
713,shawn rafalski,fairfield university,,,2007.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
714,dominique haughton,bentley university,3002.0,28.0,1984.0,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
715,antonino travia,university of south florida,,,,B Only,man,highered,domesticr1,moreri,,undergrad,lesssecure,math,mathstat,False,,False
716,dan abramovich,brown university,,,1991.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
717,hans wenzl,university of california san diego,,,1985.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
718,max lipton,cornell university,,,,B Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
719,dobrinka chiekova,college of new jersey,,,,B Only,woman,highered,domesticother,lessri,,ntt,lesssecure,other,other ,False,,False
720,vladimir kontorovich,haverford college,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,False,,False
721,timothy riley,cornell university,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
722,nicholas owad,colby college,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,False,,False
723,amanda young,tu munich,,,2016.0,B Only,woman,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,False,,False
724,stephen bigelow,university of california santa barbara,,,2000.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
725,henry tucker,university of california riverside,,,2016.0,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,True,,False
726,charles delman,eastern illinois university,,,1992.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
727,eric brussel,cal poly san luis obispo,,,1993.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
728,krishnamurthy iyer,university of minnesota,219.0,6.0,2012.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,False,,False
729,taylor belcher,sc governors school for science and mathematics,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,False,,False
730,ramya kumar,university of minnesota,,,,B Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,other,other ,False,,False
731,carlos kenig,university of chicago,22519.0,77.0,1978.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,11605.0,False
732,eduardo cattani,university of massachusetts amherst,,,1972.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
733,david cimasoni,university of geneva,463.0,12.0,2002.0,B Only,man,highered,international,moreri,switzerland,ntt,lesssecure,math,mathstat,False,,False
734,george e andrews,pennsylvania state university,35780.0,65.0,1964.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,8428.0,False
735,thomas f hayes,,,,1986.0,B Only,man,,,,,,,,,False,,False
736,henry ricardo,city university of new york,,,1972.0,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,False,,False
737,alexander nabutovsky,university of toronto,612.0,15.0,1993.0,B and C,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
738,svetlana katok,pennsylvania state university,1648.0,16.0,1991.0,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,515.0,False
739,richard arratia,university of southern california,4995.0,34.0,1979.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
740,ilya gruzberg,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
741,anna dobritsa,ohio state university,,,,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,other,other ,False,,False
742,alexander kirillov jr,stony brook university,7019.0,31.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
743,philip l bowers,florida state university,,,1983.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
744,donald m davis,lehigh university,,,1967.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,True,,False
745,chaim goodman strauss,university of arkansas,,,1994.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
746,dror bar natan,university of toronto,4373.0,26.0,1991.0,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
747,duncan mccoy,universite de quebec a montreal,,,2016.0,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
748,maksym radziwill,california institute of technology,,,2013.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
749,deepak kamlesh,university of oxford,,,,B Only,man,highered,international,moreri,united kingdom,grad,lesssecure,math,mathstat,False,,False
750,james lin,,,,,B Only,man,,,,,,,math,mathstat,False,,False
751,gunnar carlsson,stanford university,9690.0,43.0,1976.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1005.0,False
752,jonathan graehl,sdl international,1987.0,9.0,1987.0,B Only,man,nothighered,,,,,,,,False,,False
753,josh greene,boston college,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
754,satyan devadoss,university of san diego,,,1999.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,True,,False
755,hyungryul baik,kaist,102.0,6.0,2014.0,B Only,man,highered,international,moreri,south korea,assistant,lesssecure,math,mathstat,False,,False
756,pavel bacherikov,university of california berkeley,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,other,other ,False,,False
757,mark hughes,brigham young university,,,,B Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
758,alexander soshnikov,university of california davis,,,1997.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
759,yakov eliashberg,stanford university,,,1972.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2895.0,False
760,elena fuchs,university of california davis,,,2010.0,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
761,brian white,stanford university,3357.0,34.0,1973.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1302.0,False
762,wendy sandler,university of haifa,,,,B Only,woman,highered,international,moreri,,professor,moresecure,other,other ,False,,False
763,ko honda,university of california los angeles,2558.0,28.0,1997.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
764,eric m friedlander,university of southern california,,,1970.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2303.0,False
765,dmitry kleinbock,brandeis university,,,1996.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1159.0,False
766,angelo vistoli,scuola normale superiore,3817.0,26.0,1987.0,B Only,man,highered,international,moreri,italy,professor,moresecure,math,mathstat,False,,False
767,dmitry gourevitch,weizmann institute of science,699.0,14.0,,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
768,b schaum,university of south florida,,,,B Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
769,lawrence c evans,university of california berkeley,,,1975.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
770,scott taylor,colby college,48.0,4.0,2007.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,True,,False
771,thomas strohmer,university of california davis,15761.0,46.0,1993.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
772,daryl cooper,university of california santa barbara,4028.0,28.0,1982.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
773,michael schein,barilan university,124.0,6.0,2006.0,B Only,man,highered,international,moreri,israel,ntt,lesssecure,math,mathstat,False,,False
774,dan lynch,williams college,5494.0,36.0,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,False,,False
775,charles livingston,indiana university,2459.0,27.0,1980.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,951.0,False
776,john baldwin,boston college,2848.0,23.0,2008.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
777,susan g williams,university of south alabama,1400.0,20.0,1972.0,B Only,woman,highered,domesticr2,lessri,,professor,moresecure,other,other ,False,,False
778,daniel silver,university of south alabama,,,1980.0,B Only,man,highered,domesticr2,lessri,,retired,moresecure,math,mathstat,False,,False
779,kasso a okoudjou,university of maryland,,,2003.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
780,harald helfgott,university of goettingen,1331.0,20.0,2003.0,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,True,,False
781,william w menasco,university at buffalo,1881.0,20.0,1981.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,754.0,False
782,patrick gilmer,louisiana state university,919.0,16.0,1978.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,430.0,False
783,howard skogman,suny brockport,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
784,robert busch,university at buffalo,,,,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
785,alex zupan,university of nebraska,173.0,9.0,,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
786,mark r woodard,furman university,,,1989.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
787,yi wang,suny buffalo,,,2016.0,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
788,david hemmer,michigan technological university,,,2001.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
789,richard a litherland,louisiana state university,,,1979.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
790,mark s gockenbach,michigan technological university,,,1994.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
791,ben mccarty,university of memphis,,,2012.0,B Only,man,highered,domesticr2,lessri,,associate,moresecure,mathed,mathed,False,,False
792,fyodor malikov,university of southern california,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
793,andrei caldararu,university of wisconsin,1107.0,16.0,2000.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
794,scott baldridge,louisiana state university,,,2001.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
795,dusa mcduff,barnard college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
796,steven h weintraub,lehigh university,,,,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
797,william dunbar,bard college at simons rock,,,1981.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
798,joshua howie,university of california davis,37.0,3.0,2015.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
799,john ratcliffe,vanderbilt university,,,1977.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,866.0,False
800,joel foisy,suny potsdam,,,1996.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
801,blair f madore,suny potsdam,,,2000.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
802,peter ozsvath,princeton university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,3753.0,False
803,benjamin mann,,,,1975.0,B Only,man,,,,,,,,,False,,False
804,gershon sageev,university at buffalo,,,1973.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
805,victor ostrik,university of oregon,3997.0,24.0,1999.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
806,michael mihalik,vanderbilt university,,,1979.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
807,robert guy,university of california davis,,,2004.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
808,jesus a de loera,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
809,mark brittenham,university of nebraska,,,1990.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
810,david hoffman,stanford university,,,1971.0,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,True,,False
811,katie c christensen,furman university,,,,B Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
812,erik carlsson,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
813,laura j person,suny potsdam,,,1988.0,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
814,adam sikora,suny buffalo,831.0,14.0,2000.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
815,john drew,williams liberty,,,,B Only,man,nothighered,,,,,,,,False,,False
816,leonid bunimovich,georgia institute of technology,6542.0,39.0,1973.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1157.0,False
817,dmitry shemetov,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
818,christina jeffrey,,,,,B Only,woman,,,,,,,,,False,,False
819,bill browder,princeton university,,,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,774.0,False
820,kannan soundararajan,stanford university,,,1998.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1242.0,False
821,akshay venkatesh,institute for advanced study,678.0,16.0,2002.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
822,david mumford,harvard university,,,1961.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,9741.0,yes
823,alexander berkovich,university of florida,1331.0,21.0,1987.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
824,alexander beilinson,university of chicago,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,3528.0,False
825,carl c cowen,indiana u purdue u indianapolis,,,1976.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
826,molly dunkum,western kentucky university,,,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
827,william johnston,butler university,,,1988.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
828,john p d'angelo,university of illinois,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
829,casey perin,university of california irvine,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,False,,False
830,adam buskirk,north dakota state university,,,,B Only,man,highered,domesticr2,lessri,,grad,lesssecure,math,mathstat,False,,False
831,donatella danielli,purdue university,2230.0,24.0,1999.0,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
832,rebecca wahl,butler university,,,1997.0,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
833,kevin walker,,,,1989.0,B Only,man,,,,,,,,,False,,False
834,justin clarke,ottawa university,4.0,1.0,,B Only,man,highered,international,moreri,canada,assistant,lesssecure,other,other ,False,,False
835,michael bramley,,,,,B Only,man,,,,,,,,,False,,False
836,linda keen,city university of new york,,,1964.0,B Only,woman,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,647.0,False
837,victor ginzburg,university of chicago,,,1985.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
838,michael finkelberg,national research university higher school of economics,1885.0,25.0,1993.0,B Only,man,highered,international,moreri,russia,professor,moresecure,math,mathstat,False,,False
839,roger l albin,university of michigan,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
840,john hunter,university of california davis,,,1981.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
841,paul humphreys,university of virginia,4528.0,28.0,1976.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
842,jessica banks,university of liverpool,,,,B Only,woman,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,False,,False
843,mikhail shifman,university of minnesota,50734.0,106.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
844,lee rudolph,clark university,1832.0,25.0,1974.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
845,james henle,smith college,,,1976.0,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,False,,False
846,peter doyle,dartmouth college,,,1982.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,524.0,False
847,john cullinan,bard college,,,2005.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
848,ilya kofman,city university of new york,449.0,12.0,2000.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,215.0,False
849,bena tshishiku,brown university,,,2015.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
850,joan birman,barnard college,,,1990.0,B Only,woman,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,3081.0,False
851,michael henle,oberlin college,,,1970.0,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,False,,False
852,nicholas kuhn,university of virginia,1725.0,23.0,1980.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,690.0,False
853,michael olinick,middlebury college,,,1970.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
854,john carlsson,university of southern california,885.0,15.0,2009.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,False,,False
855,vera serganova,university of california berkeley,,,1988.0,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,851.0,False
856,patrice koehl,university of california davis,8042.0,43.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,comp,other ,False,,False
857,julien murzi,university of salzburg,276.0,9.0,,B Only,man,highered,international,moreri,austria,assistant,lesssecure,other,other ,False,,False
858,alan reid,rice university,,,1988.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1407.0,False
859,valentin ovsienko,cnrs,2449.0,28.0,,B Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
860,bronislaw wajnryb,rzeszow university of technology,,,,B Only,man,highered,international,moreri,poland,professor,moresecure,math,mathstat,False,,False
861,max gurevich,technion israel institute of technology,,,,B Only,man,highered,international,moreri,israel,assistant,lesssecure,math,mathstat,False,,False
862,michael khanevsky,technion israel institute of technology,,,2012.0,B Only,man,highered,international,moreri,israel,assistant,lesssecure,math,mathstat,False,,False
863,uri shapira,technion israel institute of technology,197.0,8.0,2010.0,B Only,man,highered,international,moreri,israel,associate,moresecure,math,mathstat,False,,False
864,abhishek saha,queen mary university of london,346.0,12.0,2012.0,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
865,ross g pinsky,technion israel institute of technology,1497.0,15.0,1982.0,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
866,zvi ziegler,technion israel institute of technology,,,1965.0,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,False,,False
867,peter schumer,middlebury college,,,1983.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
868,david r dorman,middlebury college,,,1984.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
869,shmuel weinberger,university of chicago,3671.0,30.0,1982.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1045.0,False
870,gershon wolansky,technion israel institute of technology,,,1985.0,B Only,man,highered,international,moreri,israel,,,math,mathstat,False,,False
871,leonid potyagailo,university of lille,,,1985.0,B and C,man,highered,international,moreri,france,,,math,mathstat,False,,False
872,gerald dworkin,university of california davis,8701.0,30.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
873,effie kalfagianni,michigan state university,1092.0,16.0,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,437.0,False
874,arkady berenstein,university of oregon,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1145.0,False
875,jack sonn,technion israel institute of technology,,,1970.0,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,False,,False
876,jacob greenstein,university of california riverside,230.0,9.0,2001.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,124.0,False
877,howard masur,university of chicago,6304.0,33.0,1974.0,B and C,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,True,,False
878,peter winkler,dartmouth college,,,1975.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1204.0,False
879,jeff witmer,oberlin college,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
880,jack calcut,oberlin college,,,2004.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
881,artem zvavitch,kent state university,514.0,12.0,2001.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
882,yuri bazlov,university of manchester,128.0,6.0,2003.0,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,False,,False
883,daoud bshouty,technion israel institute of technology,774.0,15.0,,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
884,anton zeitlin,louisiana state university,,,2012.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
885,frank swenton,middlebury college,,,1999.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
886,michael mills,loyola marymount university,865.0,11.0,1999.0,B Only,man,highered,domesticr2,lessri,,associate,moresecure,other,other ,False,,False
887,david joyce,clark university,,,1979.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
888,sally cockburn,hamilton college,184.0,8.0,1991.0,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
889,yehuda pinchover,technion israel institute of technology,1672.0,21.0,1986.0,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
890,steve kerckhoff,stanford university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,931.0,False
891,yoav moriah,technion israel institute of technology,,,,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
892,morwen thistlethwaite,university of tennessee,,,1972.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
893,richard schwartz,brown university,,,1991.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,604.0,False
894,tao li,boston college,,,1988.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,204.0,False
895,alexander ioffe,technion israel institute of technology,5103.0,34.0,,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,False,,False
896,michael biro,university of connecticut,87.0,5.0,2013.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
897,thomas kindred,university of nebraska,,,2018.0,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
898,terence tao,university of california los angeles,71530.0,93.0,1996.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,15430.0,yes
899,kenneth c millett,university of california santa barbara,4064.0,27.0,1967.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1671.0,False
900,andre neves,university of chicago,,,2005.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,506.0,False
901,ina petkova,dartmouth college,,,2012.0,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
902,michel l lapidus,university of california riverside,4304.0,32.0,1986.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1572.0,False
903,robert l devaney,boston university,,,1973.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2249.0,False
904,ravi vakil,stanford university,,,1997.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,827.0,False
905,carl pomerance,dartmouth college,9888.0,46.0,1972.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,2240.0,False
906,benjamin linowitz,oberlin college,147.0,7.0,2012.0,B Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
907,yehuda john levy,university of glasgow,107.0,6.0,2013.0,B Only,man,highered,international,moreri,,assistant,lesssecure,other,other ,False,,False
908,vladimir retakh,rutgers university,3070.0,23.0,1973.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,971.0,False
909,uwe kaiser,boise state university,214.0,9.0,1989.0,B Only,man,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,False,,False
910,raffaele marcovecchio,universita di pisa,,,2004.0,B Only,man,highered,international,moreri,italy,,,math,mathstat,False,,False
911,konstantin khanin,university of toronto,3125.0,28.0,,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
912,j david velleman,new york university,8823.0,35.0,2006.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
913,alexander kleshchev,university of oregon,3150.0,31.0,1993.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1737.0,False
914,christopher j leininger,university of illinois,,,1996.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,443.0,False
915,charles reichhardt,los alamos national laboratory,8810.0,51.0,,B Only,man,nothighered,,,,,,,,False,,False
916,brigitte servatius,worcester polytechnic institute,,,,B Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
917,vladimir chernov,dartmouth college,1546.0,18.0,1987.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,152.0,False
918,ilia binder,university of toronto,300.0,10.0,1997.0,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
919,george pappas,michigan state university,1279.0,19.0,2001.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,960.0,False
920,hugh howards,wake forest university,,,1997.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
921,rubä_ä__n a martä_ä__nez avendaä_ä__o,instituto tecnologico autonomo de mexico,358.0,8.0,,B Only,man,highered,international,moreri,mexico,professor,moresecure,math,mathstat,False,,False
922,richard bedient,hamilton college,,,1980.0,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,False,,False
923,shelly harvey,rice university,575.0,13.0,2002.0,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,310.0,False
924,alina stancu,concordia university,548.0,10.0,1996.0,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
