,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
925,michael yampolsky,university of toronto,1334.0,22.0,,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
926,octav cornea,university of montreal,,,,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
927,michael falk,northern arizona university,1142.0,18.0,1983.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
928,andrew dykstra,hamilton college,,,2007.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
929,robert redfield,centers for disease control and prevention,,,,B Only,man,nothighered,,,,,,,,False,,False
930,alex eskin,university of chicago,3155.0,31.0,1993.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1301.0,False
931,jeffrey stuart,pacific lutheran university,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
932,paul melvin,bryn mawr college,,,1977.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
933,vladimir dotsenko,university of strasbourg,550.0,14.0,2007.0,B Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
934,susan friedlander,university of southern california,2036.0,27.0,,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,706.0,False
935,victor turchin,kansas state university,650.0,16.0,2002.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,245.0,False
936,elizabeth wilmer,oberlin college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
937,niels grä_ä__nbech jensen,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,9.0,False
938,ekaterina amerik,universite paris sud,,,,B Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
939,michael entov,technion israel institute of technology,,,,B and C,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
940,jenya soprunova,kent state university,146.0,5.0,2002.0,B Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,False,,False
941,james kierstead,victoria university of wellington,33.0,3.0,,B Only,man,highered,international,moreri,new zealand,ntt,lesssecure,other,other ,False,,False
942,misha feigin,university of glasgow,591.0,12.0,2003.0,B Only,man,highered,international,moreri,united kingdom,ntt,lesssecure,math,mathstat,False,,False
943,ingrid irmer,southern university of science and technology,,,,B Only,woman,highered,international,moreri,china,assistant,lesssecure,math,mathstat,False,,False
944,david gä__rä__ay morris,williams college,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,other,other ,False,,False
945,ezra getzler,northwestern university,7556.0,33.0,1986.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2214.0,False
946,martin frankland,university of regina,49.0,4.0,2010.0,B Only,man,highered,international,moreri,canada,assistant,lesssecure,math,mathstat,False,,False
947,heide gluesing luerssen,university of kentucky,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,263.0,False
948,kenneth price,university of wisconsin oshkosh,,,1997.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
949,claus ernst,western kentucky university,,,1988.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
950,julie tannenbaum,pomona college,,,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,other,other ,False,,False
951,jennifer beineke,western new england university,,,1997.0,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
952,albert schwarz,university of california davis,14099.0,47.0,1960.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1381.0,False
953,michael levitin,university of reading,1085.0,15.0,1989.0,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,False,,False
954,vladimir zbarsky,,,,,B Only,man,,,,,,,,,False,,False
955,ivan cheltsov,university of edinburgh,1667.0,21.0,2000.0,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
956,ina mette,american mathematical society,,,,B Only,woman,nothighered,,,,,,,,False,,False
957,michael cwikel,technion israel institute of technology,,,1974.0,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,False,,False
958,jared wunsch,northwestern university,923.0,17.0,1998.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,449.0,False
959,michael s waterman,university of southern california,,,1969.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,606.0,False
960,ramin naimi,occidental college,361.0,11.0,1992.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
961,rafael de la llave,georgia institute of technology,5211.0,39.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,2250.0,False
962,patrick fitzsimmons,university of california san diego,,,1981.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,828.0,False
963,viktor ginzburg,university of california santa cruz,,,1990.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,979.0,False
964,joachim rosenthal,university of zurich,3509.0,32.0,,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
965,lenny fukshansky,claremont mckenna college,405.0,12.0,2004.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
966,benny sudakov,eth zurich,6329.0,42.0,,B Only,man,highered,international,moreri,switzerland,professor,moresecure,math,mathstat,True,,False
967,joseph lipman,purdue university,4038.0,30.0,1965.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1527.0,False
968,anton mellit,university of vienna,417.0,12.0,2008.0,B Only,man,highered,international,moreri,austria,assistant,lesssecure,math,mathstat,False,,False
969,roxana smarandache,university of notre dame,1477.0,17.0,2001.0,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,235.0,False
970,raphael rouquier,university of california los angeles,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1476.0,False
971,brendon rhoades,university of california san diego,549.0,13.0,2008.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
972,kyle larson,university of georgia,28.0,3.0,2015.0,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
973,alexey cheskidov,university of illinois at chicago,1197.0,17.0,2004.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,568.0,False
974,natasa pavlovic,university of texas at austin,,,2002.0,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,788.0,False
975,malcolm sherman,university at albany,,,1964.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
976,yuri zarhin,pennsylvania state university,2157.0,24.0,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,866.0,False
977,sorin popa,university of california los angeles,,,1983.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,3197.0,False
978,tatiana bandman,barilan university,,,1982.0,B Only,woman,highered,international,moreri,israel,retired,moresecure,math,mathstat,False,,False
979,anthony licata,australian national university,682.0,15.0,2007.0,B Only,man,highered,international,moreri,,associate,moresecure,math,mathstat,False,,False
980,sergey i sobolev,,,,1977.0,B Only,man,highered,international,moreri,,,,,,False,,False
981,yi ni,california institute of technology,,,2007.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,375.0,False
982,anton dzhamay,university of northern colorado,56.0,5.0,2000.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
983,vladimir hinich,university of haifa,1363.0,17.0,1993.0,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
984,eugene z xia,national cheng kung university,,,1997.0,B Only,man,highered,international,moreri,taiwan,professor,moresecure,math,mathstat,False,,False
985,dmitry novikov,weizmann institute of science,1262.0,19.0,1998.0,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
986,stas filshtinskiy,,,,,B Only,man,nothighered,,,,,,,,False,,False
987,pavel guerzhoy,university of hawaii at manoa,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,153.0,False
988,volodya rubtsov,universite d'angers,,,,B Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
989,elena yudovina,ch robinson,,,2012.0,B Only,woman,nothighered,,,,,,,,False,,False
990,juan migliore,university of notre dame,,,1983.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1280.0,False
991,evgenia fukshansky,farmers insurance,,,,B Only,woman,nothighered,,,,,,,,False,,False
992,helen wong,claremont mckenna college,,,2007.0,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
993,mimi dai,university of illinois at chicago,330.0,11.0,2012.0,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
994,leonid makar limanov,wayne state university,,,1970.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,708.0,False
995,misha vishik,university of texas at austin,1766.0,20.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,604.0,False
996,tatiana shubin,san jose state university,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
997,david b rush,university of california riverside,,,2017.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,18.0,False
998,thomas koberda,university of virginia,,,2012.0,B and C,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
999,larry goldstein,university of southern california,3799.0,26.0,1984.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,866.0,False
1000,jason rosenhouse,james madison university,,,2000.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1001,max lieblich,university of washington,1018.0,15.0,2004.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,320.0,False
1002,david e evans,cardiff university,3965.0,32.0,1969.0,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,False,,False
1003,nigel boston,university of wisconsin,,,1987.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,352.0,False
1004,joseph a biello,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,104.0,False
1005,alexei novikov,pennsylvania state university,580.0,15.0,1999.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,227.0,False
1006,peter scott,university of michigan,2663.0,29.0,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1842.0,False
1007,kevin o'bryant,city university of new york,492.0,11.0,1997.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,138.0,False
1008,keenan kidwell,university of texas at austin,,,2014.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1009,lorenzo sadun,university of texas at austin,2776.0,31.0,1987.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,633.0,False
1010,kui ren,columbia university,1370.0,19.0,2006.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,365.0,False
1011,gordan zitkovic,university of texas at austin,785.0,16.0,2003.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,248.0,False
1012,william beckner,university of texas at austin,2758.0,17.0,1975.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1091.0,False
1013,hugo rossi,university of utah,,,1960.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1054.0,False
1014,lewis bowen,university of texas at austin,1116.0,18.0,2002.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,467.0,False
1015,jeffrey danciger,university of texas at austin,,,2011.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1016,milica cudina,university of texas at austin,,,2007.0,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1017,francesco maggi,university of texas at austin,2321.0,24.0,2004.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1098.0,False
1018,saeed ghahramani,western new england university,,,1983.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1019,michael temkin,hebrew university of jerusalem,,,2006.0,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
1020,houshang h sohrab,towson university,,,1980.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1021,cheri shakiban,university of st thomas,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
